Compound_match,20240606_Gabby_Ulithi_M_P201_5mg_mL_neg,20240606_Gabby_Ulithi_M_P203_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P204_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P205_5mg_mL_neg,20240606_Gabby_Ulithi_M_P208_5mg_mL_neg,20240606_Gabby_Ulithi_M_P209_5mg_mL_neg,20240606_Gabby_Ulithi_M_P210_5mg_mL_neg,20240607_Gabby_Ulithi_M_P202_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_P206_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_P207_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P11_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P12_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P13_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P16_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P19_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P20_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_P14_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_P15_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_P18_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_91_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M92_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M94_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M95_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M96_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M97_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_93_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M99_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M100_3_5mg_mL_neg,20240608_Gabby_Ulithi_M98_1_5mg_mL_neg,20240606_Gabby_Ulithi_M_M85_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M86_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M90_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M82_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M83_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M84_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M88_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M81_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M87_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M1_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M2_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M3_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M4_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M5_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M6_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M7_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M8_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M9_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M10_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M72_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M74_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M76_2_5mg_mL_neg,20240607_Gabby_Ulithi_M_M71_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M75_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M77_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M78_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M79_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M73_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M80_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_70_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M66_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M67_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M68_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M69_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_62_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M61_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M63_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M64_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M65_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M51_2_5mg_mL_neg,20240606_Gabby_Ulithi_M_M55_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M56_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M52_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M54_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M57_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M58_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M59_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M60_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M53_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_45_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_46_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_48_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M41_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M43_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M47_2_5mg_mL_neg,20240607_Gabby_Ulithi_M_M49_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M50_2_5mg_mL_neg,20240608_Gabby_Ulithi_M_M42_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M44_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_32_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M33_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M34_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M36_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M40_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M31_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M35_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M39_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_29_5mg_mL_neg,20240606_Gabby_Ulithi_M_M22_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M23_5mg_mL_neg,20240606_Gabby_Ulithi_M_M26_5mg_mL_neg,20240606_Gabby_Ulithi_M_M27_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M28_5mg_mL_neg,20240607_Gabby_Ulithi_M_M24_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M30_3_5mg_mL_neg,20240607_Gabby_Ulithi_M25_2_5mg_mL_neg,20240608_Gabby_Ulithi_M_M21_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M12_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M13_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M17_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M14_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M16_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M18_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M19_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M20_U_5mg_mL_neg,20240608_Gabby_Ulithi_M_M11_U_5mg_mL_neg,20240608_Gabby_Ulithi_M_M15_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M107_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M101_1_5mg_mL_neg,20240608_Gabby_Ulithi_M_M102_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M104_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M105_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M110_3_5mg_mL_neg,20240608_Gabby_Ulithi_M103_1_5mg_mL_neg,20240608_Gabby_Ulithi_M106_2_5mg_mL_neg,20240608_Gabby_Ulithi_M108_3_5mg_mL_neg,20240608_Gabby_Ulithi_M109_1_5mg_mL_neg,20240606_Gabby_Ulithi_M_A306_5mg_mL_neg,20240606_Gabby_Ulithi_M_A309_5mg_mL_neg,20240606_Gabby_Ulithi_M_A325_5mg_mL_neg,20240606_Gabby_Ulithi_M_A328_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A331_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A339_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_A323_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_A326_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_A340_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_A315_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A21_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A22_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A23_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A25_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A26_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_A24_3_5mg_mL_neg
Arachidonoyl Ethanolamide-d4,0.014116435,0.020321959,0.040717297,4.063515287,0.394313612,0.626515797,0.028488496,0,0,0,11.12561877,2.119231757,1.284624198,1.390026604,1.600878499,4.256374327,2.476817659,1.526630674,0.079891412,12.04109223,0.348388929,7.202427538,6.663111628,62.37957593,31.05161378,50.71704342,32.92905796,11.73353589,15178.99048,2.562573748,8.867601285,0,5.739649966,1.302157167,3.205853498,2.896158208,0,4.314851144,12.88015033,0,30.10639962,1.997357346,0,57.48952973,0,6.461066758,54.05651905,17.48942945,17.29307427,0,0,0,11.49868621,11.6871214,0,0.092377991,11.58473399,1.202187923,0.106638702,0.451906888,0.130456223,0,0.402561956,0,0.492736591,1.537994176,0.541785249,7.806532167,0.174914225,21.99533211,0.414191467,28.00052644,0,0,11.27746782,29.80637638,35.06483941,0.554497272,0,28.23045358,41.15003158,206.7543073,22.06859532,0,77.63968043,0,13.89011533,18.09536066,129.6994489,0,44.89603517,0,82.66675894,26.38384056,26.38111119,4.712619682,8.222168061,12.08953215,46.82482696,81.34786156,17.77266231,27.40514034,19.78412404,189.2617298,26.43100325,0,0.013008926,18.75848803,82.23405876,0,48.9162392,2.835907738,94.93342658,134.623352,28.89188782,92.15586801,0,9116.732488,1.609986099,13.048659,49.0272281,3255.711819,147.1044669,3407.701489,78.81916519,6762.541979,1.253897766,2.044869616,0.044069347,0.506200013,0,82.23300922,0,9.022478757,0.117347283,64.4530089,0.278669133,2.963518919,0.026662396,0.621664345,2.735810578,8.112527762
Arachidonoyl-1-thio-Glycerol,300.3108633,145.0006726,318.975603,321.931046,360.0146294,279.2584927,280.8400145,49.13555807,16.01684094,78.25192628,387.9286271,181.1063989,435.3240434,483.8154887,365.7820402,385.7704883,1256.302819,1833.48939,52.86764531,217.3922213,173.9541599,152.6252134,198.6977019,186.5777848,224.6230284,4777.561903,4669.900788,240.8873359,340.1346357,143.986883,110.7163479,133.6647065,265.1211634,779.8839536,169.1500647,167.0953767,998.2862996,342.6955758,179.2771094,198.3657616,244.0697994,200.0517277,31.20540925,161.9694953,218.9971411,94.67926486,258.9900941,223.9873097,175.3293213,197.1057853,43.58803835,78.73391862,3131.816299,2826.416049,15.31502136,742.431599,1345.902294,411.1255743,234.2406942,75.49821523,52.49144878,533.1480828,65.13930441,6.041879474,8.425827272,0,0,6.229518048,139.8674265,249.6535821,67.60483266,356.4147724,208.8515282,197.6969784,304.1683026,260.650449,7046.64864,221.8811972,405.4792987,329.2238206,5461.131793,319.8477523,195.3935482,196.748247,8526.09893,375.6229744,348.2972595,344.7217813,282.0552282,400.5239871,430.3387837,508.771691,5754.744576,517.4508009,7013.956744,526.0742687,154.3554868,166.3633726,189.8448246,255.5343469,283.3197938,176.3751184,412.1806631,272.1946997,336.9250259,407.4189356,202.5060833,190.0638187,245.9602275,294.1802716,4285.056281,486.8754249,10446.66177,366.6410936,280.1216908,0,161.3297601,312.4553656,248.1467989,228.4677615,322.0819189,268.7427002,550.1352136,311.2114214,443.0445847,277.7219309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arg Gly Asp,0,0.007109379,0,0,0,0,0,0.214202197,0.341013714,0.168775464,0,0,0,0,0,0,0,0.921020697,0.03884998,0,0,0,0,0,0,0,2.314543054,0.169398415,1.019965112,0,0.355073026,0,0,0,0,0.668933122,0.309149491,0,0,0,0,0,0.258129132,0,0,0,0,0,0.012292337,0,0.003790156,0.578282763,0.002403748,0.14248947,0.521211784,0.161922462,0.09010988,0.013337906,0,1.595978328,2.351689274,5.001397822,0.332398159,1.562845962,0.077062263,0,593.0098224,0.004358645,0,0,0,0.302614435,0,0,1.351402631,0.240698047,0,0.13751125,0.516492442,0.439246164,0.247140403,2.323369808,0,0,0.749850081,1.395570489,1.037898178,0.50587927,0,0.192285748,0.068598116,0.08544889,0.011866858,0.1045317,0.790083903,2.123792653,0,0,0,0,0,0,0.741017372,1.520143146,0.07910988,0.765353967,0.432277311,0,0.112611349,0,1.33563624,0.46532728,0.006245288,0,0.338979239,1.857060903,0,0.497526043,0,1.970577322,0,0.713739032,0.255408148,1.198488352,1.547809041,1.174031714,0,0.019249096,0,0,0,0,6.89822942,0,0.11619778,0.561300425,0,0,0,0,0,0
Arg Phe Tyr Arg,168.5068742,61.64148328,21.24552347,23.12341291,211.7486508,196.3924512,120.7498643,229.7660272,249.309094,161.1098329,10.14472624,32.25037066,128.470775,42.1207127,15.45490574,70.1142877,277.6525563,10.81699346,270.7751897,1580.797302,1043.774028,932.4071397,755.2668537,2260.02652,2246.025452,1497.471019,1321.314004,1173.570805,50.06208426,569.1378958,2005.74494,490.9898078,706.1361896,1120.772868,451.6277406,46.97705641,493.8627254,1082.295684,1173.424392,289.2196805,2126.144877,619.0812106,857.855801,3747.164527,591.6089619,1141.585229,6647.413895,2537.799701,1741.092929,336.2488632,217.3860148,269.1354659,1481.166402,1421.071925,238.3666021,501.6577756,1283.663459,422.3261867,99.22725508,288.3616496,230.9861047,403.9399133,452.6893651,1836.667877,232.418597,297.0900689,120.7731477,468.2820048,299.3155746,1914.363461,588.8442582,918.1127234,190.8577882,355.1303116,69.54953849,29.8355716,1086.896351,705.5147327,261.9477943,899.0416341,1354.253091,424.6812687,783.9823005,266.7158989,1155.89548,357.3124112,87.90141094,625.5443296,1735.962654,388.9109937,782.3380904,279.6131621,1956.777077,688.3174454,701.1622835,473.9166331,667.7862459,888.7707318,1715.673889,3254.477402,1319.102094,2020.920725,1884.19634,1798.743922,991.5104871,253.1021975,604.6645227,573.5724487,1429.672454,238.8948347,875.9098197,660.4868877,1888.336129,2823.864512,328.7363634,0,662.6820529,100.4593504,782.9546182,823.714121,15.18251611,42.03735039,884.2692477,126.2257019,566.7101922,23.89723305,389.5514969,409.1649439,414.1481537,344.286099,322.8592948,558.5915526,622.9630824,499.9743304,321.1381287,374.1009735,334.5854097,159.4387356,183.418244,283.39399,222.2095553,325.6275038
Asp Gln Thr Lys,0,0,0,0,0,0,0,0,0,0,0,0,0.029808641,0,0,0,88.3587901,0,0,0,0,0,0,0,0,0,0,0,307.523012,10.24081701,0,0,0,0,2.140572987,0,0,2.084308575,6.862951019,19.10252135,0.030676521,0,7.835763491,4.259891494,66.45576061,0.01924455,0.031595208,1.938967223,3.22318594,6.793726027,6.820664638,0,0.036923234,0,0,0,0,140.1698648,0,0,0,0,0,23.69027892,0,0,0,0,0,39.84977978,9.794946717,29.42414085,16.72009735,8.073042093,76.78028668,49.43120676,2.991461167,0,42.17987082,0,0,63.02600737,0.618139219,0.612151258,0,14.87251284,166.9570925,119.4890931,0,23.5617053,0,93.49423287,0,0,0,362.5200546,11.27080147,0,0,2.795145606,0,0,0,0,0,0,13.62553222,0,0,33.71452763,0,84.05561975,0,3.662403576,225.9295306,79.16114438,0,50.24623823,13.83374671,0,910.0243604,91.84913439,4.826862605,13.29968411,0,89.0321599,0,0,0,0,0,21.48239349,232.4614557,0,0,0,0,0,0,0,0,0
Asp Phe Ser Arg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.3885855,0,0,14.58353667,0,0,0,82.47616147,0,0,0,119.7354134,15.51055396,0,133.2021644,4.277016508,0,35.73895256,80.87658113,13.67875975,0,3.049244095,312.5800564,0,0,26.44426381,0,514.266297,0,0,6.565106812,55.62313615,81.5362758,56.87017205,28.72504025,3.480069208,15.37214273,1.734162669,0,0,99.12532781,0,0,0,0,0,0,0,0,0,0,39.44317934,155.1345634,0,14.99566422,77.88718929,137.6457182,90.30143693,214.5902317,0,8.809407217,993.428926,0.009498976,0,0,0,94.67133625,0,74.43711549,175.2773586,76.45877021,0,141.9044275,0,173.2109669,0,0,0,50.30820431,0,0,0,0,0,0,0,3.850324963,0,71.90111648,633.6961751,4.191203045,0,776.2186834,3.010832832,29.91589057,0,0,0,0,0,25.68430008,16.76161189,0,40.90377418,0,121.1355865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-(4-Fluorobenzoyl)propionic acid,126.9147745,15.16510805,10.20808737,16.20661766,23.22098124,67.18795459,44.63004036,28.45787609,15.66175253,48.3956579,84.55886235,73.02906901,104.1806567,25.12629022,46.64381781,18.23673605,24.73854962,18.88203126,3.850756416,59.03017612,81.0214324,10.67097647,25.15871763,64.02073015,15.69694872,15.14321721,10.21858062,21.97382623,17.08135109,12.50483749,14.93371469,14.59181223,24.65385548,17.64360152,20.92139507,13.00300178,25.4116864,60.37342555,31.93079279,102.5629054,16.73057055,29.07371698,11.83876682,39.42504561,31.01712035,35.45075467,23.50323202,42.20448498,11.37103524,19.9916441,9.649451787,26.52373825,17.59728613,29.69633738,4.65682799,10.3856383,20.25910211,15.49060465,78.21255036,34.27688056,34.6074562,229.2166537,20.16274338,14.94612301,15.40321461,11.90289416,140.7612029,13.22019237,18.48607456,36.43166736,12.64472364,16.86154372,22.69161386,26.61575997,15.50818786,20.40259556,20.45399856,90.70243323,52.98666856,16.98082379,19.39450322,15.7170512,26.5420302,21.24764871,15.28953281,20.5664586,15.1867446,18.47404671,22.17323582,24.1269844,19.27464064,14.90250864,11.15788739,16.29965165,6.774725463,22.32164801,18.76446254,37.26800385,21.90576918,29.32168314,33.05650014,19.47237356,41.59625518,36.96116541,50.47091849,28.25412558,17.46968529,27.41019283,27.43195135,72.8018488,13.27526866,24.11890346,14.60744982,19.69469074,10.26184891,9.205660668,21.1206177,28.39216386,42.95180096,11.903071,22.32607588,15.22968407,30.28528576,30.26745787,108.274409,10.74213446,121.9854667,65.80032892,77.7971793,66.17926038,95.88672122,116.5843904,78.12249075,25.65046359,17.84830732,6.687179064,45.55318223,116.8248425,48.74987683,35.1903285,17.1710283,27.10428019
B-(4-Fluorobenzoyl)propionic acid,37.94878418,11.68199311,13.16506102,19.54952854,19.11075562,31.96727199,12.7564512,117.1349386,94.42209469,233.4342395,25.93825463,27.06462428,58.01221961,16.88599011,12.7136686,14.60682006,67.29827899,133.6166422,74.85649072,34.50319112,49.38626302,13.74378101,25.90474138,45.32159179,12.07547028,133.3398627,88.79130246,114.0930687,90.48856434,14.50949362,11.00863308,15.44339818,19.49660084,94.24680419,20.47172132,50.01436247,119.5525447,123.2634033,32.51297704,48.37686182,19.35965934,20.17538724,13.19700748,37.58769185,27.00904223,16.04374356,26.21756581,24.11430583,20.17899792,28.6413092,9.914079391,49.30080155,45.76022264,85.88955546,25.08373341,44.97310486,73.48488297,101.4287512,17.75065841,284.5971305,260.7480796,87.41849829,97.19715305,74.68886636,147.0377258,133.9402666,59.65590553,141.825198,20.68060395,22.21546929,13.17002437,135.3119429,12.7114232,24.339489,74.22559061,59.47088806,80.30220502,72.84637341,82.36110786,72.51577857,70.34060096,65.24124888,20.70163484,21.42842013,63.48347833,122.0992597,56.26721734,89.67298945,14.89877913,77.94328259,81.88275855,98.38158098,63.23635996,63.60905452,64.8463495,117.8769065,22.24628001,19.82220568,22.66365013,27.17501298,39.15787155,20.95532436,27.63293838,117.5232841,106.3269946,94.5803187,22.2641442,17.15691173,23.43074037,52.9799079,89.16288206,118.9870013,145.565395,82.3457995,114.5385158,74.62231633,15.1776324,138.5851345,183.9444728,62.15731993,198.1184613,108.9479809,124.8956159,110.1257767,73.85458145,82.78342041,26.46488357,16.99914758,23.90397038,21.56988421,12.11454142,32.29964004,25.34081159,191.1948949,188.5774754,143.2459942,18.32575882,40.08550629,18.81891414,28.87227936,14.13521307,248.8115404
Benzoic acid,630.9202903,730.6717613,958.7168249,906.3888055,645.9036625,686.9199658,575.7099432,512.241427,555.803446,868.5914673,855.7721238,3641.684235,722.6136231,769.3090106,624.0238304,807.2475184,711.5509031,767.185082,888.1766362,1702.997917,1732.586834,1453.152184,2197.416746,1391.569708,1258.534477,2198.789577,1847.763683,2520.280599,1784.634426,1677.133327,1634.77138,1393.215726,2528.092538,2338.243828,2366.822633,1772.182594,2879.768528,3008.716898,1482.871985,1340.242664,1488.36198,1593.001457,1356.076175,1201.571951,1228.992645,1016.917139,1252.028871,1220.813051,1545.155561,1902.315376,1660.862317,1877.433316,2268.369975,1720.828858,2107.591438,2379.475962,3158.285686,1648.416395,907.456667,617.3480431,791.5120622,48.75050394,733.2968963,13.83499416,571.8453259,861.3485628,516.9710775,847.3188725,1763.530554,1791.692801,1668.225133,2627.597222,2200.063305,2038.517982,1663.312757,1654.351779,2370.327777,3042.027996,2034.589594,2104.113673,2401.171602,2262.81074,2395.673852,1870.09696,1854.158635,1555.364697,1938.901275,2017.460415,2202.763572,1848.255932,2326.294779,2500.376296,1876.484254,2885.527575,2384.787192,1608.010604,2126.455072,1748.518919,1698.096409,1713.571174,1869.901169,1472.269473,2053.330485,2117.937267,2522.960333,2333.859809,1307.692248,1515.005839,1604.705963,1926.039577,2057.315784,1874.520953,1915.674755,1625.791114,2129.254575,1669.843987,1927.899225,2476.630412,2886.147181,3320.665238,2255.38723,2681.325475,2046.363612,2229.564666,2431.017824,2294.862222,502.2163747,579.2796269,420.7906399,508.7712382,673.3840538,677.4220164,43.25171997,1238.975213,671.299548,765.7634911,1004.271982,879.4500222,749.0904394,770.5535741,1045.088589,1143.568067
BICINE,0.917199844,0.105510618,0.484802494,2.096825257,0.864494963,0.523927608,0.764843224,1.241609858,1.920775317,7.99426638,0.419522372,1.433742245,1.661844397,1.981675597,1.026221525,2.041470238,7.268164511,11.38321271,8.169549944,3.409101315,4.677991881,0.674779105,0.866328425,1.673577794,0.636910263,100.6040866,207.1631273,44.62668001,72.40790736,0.429643649,0.8130732,1.480307195,0.979325967,27.03238705,1.070232555,20.67572746,20.44069219,4.305810117,0.581422193,4.429179146,0.838919174,0.386517979,1.244781438,1.272816918,1.756714713,0.047529025,0.641797025,1.191392333,0.663904756,1.862252258,0.479018462,25.19528384,52.54575076,70.16333088,15.80128605,15.85540741,40.8297306,11.14978393,1.340680665,2.265872191,0.163800975,2.104680747,7.389230362,0.96394451,16.12706544,718.3138472,1.498812754,7.195988346,1.208875238,1.252000007,0.142843072,14.02658436,0.445222431,1.136722161,11.93352357,8.090098912,57.85276917,2.551005843,4.871507018,11.1110455,26.58074136,55.2560741,0.086436908,0.737910848,23.48264562,18.84959042,10.7153277,10.04099445,0.313747226,90.9876974,51.32704087,55.14930097,40.67880731,77.94697741,43.56098087,33.38242039,2.454699257,1.173922407,1.127164154,1.858488036,1.708202643,0.902381225,3.306581906,3.759237516,7.119454541,4.95643623,0.830075493,2.305741066,1.66093746,1.668590658,60.24985025,44.88652207,57.98105802,24.16815521,23.74122198,7.557396011,1.038039555,5.368177505,8.159207693,26.19112843,50.12658617,40.56245671,32.25428824,50.0664332,8.111853008,13.49316229,1.815123115,1.026708828,1.384169027,6.330968047,17.3315051,5.879797845,2.045538108,52.56750901,7.784404425,7560.675598,0.653630285,1.029687682,16.10534572,1.365643924,0.777466818,2.707908492
Bisindolylmaleimide IV,965.5072689,308.5221848,589.15331,830.9643057,1050.413059,2093.750221,937.1443797,112.9131492,85.17617928,99.00202372,331.854232,115.5521152,524.6391115,881.4522412,831.2161268,474.1318505,611.4739195,5723.65288,90.48903337,43.77968366,35.37510565,27.16404046,64.52723114,99.9866148,51.77737704,901.2384085,1524.125721,140.3375524,121.1678009,56.76465759,28.52564241,33.04821948,13.35772587,650.2181281,31.59622008,120.0921296,1472.33048,46.93275654,51.49146687,37.78140595,30.39285572,18.60308635,3.262883917,90.9895773,47.48246272,41.18214759,100.2493019,85.09254411,28.27973169,18.11764229,66.58662928,802.4536174,1159.089756,1194.789997,1272.433364,1041.431898,1797.73395,128.3920001,326.9104803,113.9702351,96.0041707,530.4821156,107.4216105,667.016845,2038.327759,1533.480003,880.0548064,1275.870288,81.86608279,116.891507,61.05561734,62.06871787,22.49361422,92.97076141,126.4788414,56.96472321,1339.131856,66.81523365,156.8516343,106.7386381,1229.242,95.54759765,36.64088927,14.96945499,142.5507282,39.8856323,66.73411918,103.3075476,17.82202695,54.50024483,21.20865826,46.80483529,1160.910553,45.75523585,1195.073447,99.24369639,6.329776887,43.7990201,67.77072206,76.37763432,61.82672987,58.94452939,71.04091404,12.12501579,19.35637266,110.7344238,7.042230063,7.372245063,21.45734493,40.19531675,1287.070745,117.0668418,1433.063663,53.23946782,294.6016413,2165.816288,30.41221746,142.4259423,14.07037956,64.96044079,126.3023023,157.3400767,95.77522672,58.61465828,47.67324691,117.2091595,3835.528289,1281.592466,1261.128135,1530.037217,1072.253114,1671.890549,572.5480102,973.1821715,1314.00461,2727.327958,692.0853495,1626.104401,470.7090889,212.3868885,214.1994423,2824.874651
Brefeldin A,474.2753272,1172.460761,967.1553659,872.1751301,537.8277279,494.6567624,436.8643333,488.2547432,1121.532154,770.1011192,1769.483993,1304.119285,1599.72446,1169.888573,1314.085022,980.3768223,8413.698301,5014.667815,15119.649,698.9358733,701.8706762,783.718502,686.612832,419.0809394,785.5998717,1148.227761,1394.18185,1574.800861,24667.24427,259.0392405,349.150239,697.1236795,796.4826073,484.5251017,386.2743976,5771.019578,2029.75459,791.2912802,730.688285,575.1932815,839.5366884,521.4503068,1249.219894,573.2417254,655.8044248,407.7994901,784.7108368,538.279983,624.2480896,926.6679858,765.7061212,924.590974,752.3223709,1252.630729,841.7264708,553.751839,2202.300857,14531.67593,1331.058823,2504.45775,3583.743708,862.8305539,5930.917304,0.099760365,2407.633827,2318.828171,1409.137195,8300.928829,499.5962511,616.7818203,639.2810918,1458.314916,595.2961539,606.2219947,7641.806172,12753.69572,722.4797734,1104.542466,1466.113341,656.5405966,727.7487018,13955.9566,929.4919899,746.7818519,554.3227635,375.4073118,20933.5825,13110.84292,931.3855452,990.387776,840.1166888,1087.571011,1049.113417,1267.922533,1109.199626,13771.02592,1107.07801,268.9240102,564.9527506,823.9093275,642.0585812,657.8696783,640.4641483,488.9088162,1317.240625,2562.762066,471.8447185,389.8671359,425.0149124,265.1927512,298.0920881,546.3776736,497.9397696,678.4228035,6905.844895,29739.65122,285.8099079,17460.93288,547.0943682,1442.498875,24513.38806,26782.74502,2786.724072,28344.24753,1533.948318,23844.97505,294.8541447,599.1823018,352.6911212,422.4022028,540.6983924,1080.734012,1.991606641,404.4308826,1784.591561,3691.188566,1881.75384,2015.519762,958.8040086,1287.243739,1194.717958,4927.358727
