Compound_match,20240606_Gabby_Ulithi_M_P201_5mg_mL_neg,20240606_Gabby_Ulithi_M_P203_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P204_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P205_5mg_mL_neg,20240606_Gabby_Ulithi_M_P208_5mg_mL_neg,20240606_Gabby_Ulithi_M_P209_5mg_mL_neg,20240606_Gabby_Ulithi_M_P210_5mg_mL_neg,20240607_Gabby_Ulithi_M_P202_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_P206_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_P207_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P11_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P12_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P13_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P16_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P19_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P20_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_P14_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_P15_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_P18_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_91_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M92_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M94_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M95_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M96_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M97_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_93_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M99_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M100_3_5mg_mL_neg,20240608_Gabby_Ulithi_M98_1_5mg_mL_neg,20240606_Gabby_Ulithi_M_M85_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M86_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M90_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M82_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M83_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M84_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M88_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M81_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M87_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M1_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M2_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M3_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M4_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M5_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M6_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M7_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M8_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M9_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M10_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M72_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M74_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M76_2_5mg_mL_neg,20240607_Gabby_Ulithi_M_M71_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M75_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M77_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M78_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M79_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M73_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M80_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_70_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M66_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M67_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M68_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M69_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_62_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M61_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M63_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M64_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M65_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M51_2_5mg_mL_neg,20240606_Gabby_Ulithi_M_M55_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M56_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M52_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M54_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M57_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M58_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M59_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M60_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M53_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_45_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_46_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_48_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M41_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M43_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M47_2_5mg_mL_neg,20240607_Gabby_Ulithi_M_M49_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M50_2_5mg_mL_neg,20240608_Gabby_Ulithi_M_M42_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M44_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_32_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M33_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M34_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M36_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M40_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M31_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M35_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M39_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_29_5mg_mL_neg,20240606_Gabby_Ulithi_M_M22_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M23_5mg_mL_neg,20240606_Gabby_Ulithi_M_M26_5mg_mL_neg,20240606_Gabby_Ulithi_M_M27_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M28_5mg_mL_neg,20240607_Gabby_Ulithi_M_M24_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M30_3_5mg_mL_neg,20240607_Gabby_Ulithi_M25_2_5mg_mL_neg,20240608_Gabby_Ulithi_M_M21_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M12_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M13_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M17_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M14_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M16_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M18_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M19_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M20_U_5mg_mL_neg,20240608_Gabby_Ulithi_M_M11_U_5mg_mL_neg,20240608_Gabby_Ulithi_M_M15_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M107_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M101_1_5mg_mL_neg,20240608_Gabby_Ulithi_M_M102_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M104_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M105_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M110_3_5mg_mL_neg,20240608_Gabby_Ulithi_M103_1_5mg_mL_neg,20240608_Gabby_Ulithi_M106_2_5mg_mL_neg,20240608_Gabby_Ulithi_M108_3_5mg_mL_neg,20240608_Gabby_Ulithi_M109_1_5mg_mL_neg,20240606_Gabby_Ulithi_M_A306_5mg_mL_neg,20240606_Gabby_Ulithi_M_A309_5mg_mL_neg,20240606_Gabby_Ulithi_M_A325_5mg_mL_neg,20240606_Gabby_Ulithi_M_A328_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A331_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A339_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_A323_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_A326_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_A340_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_A315_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A21_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A22_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A23_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A25_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A26_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_A24_3_5mg_mL_neg
ESTRADIOL CYPIONATE,4206.916987,6728.915487,5496.837844,5818.832106,6871.458444,4868.155155,5483.629952,3582.38601,3977.928036,3001.025368,8557.811184,9576.257943,8750.082321,8000.821306,7962.015898,10494.01915,0,7256.005201,16219.31213,22648.20952,15302.72618,25969.12263,12443.06616,37481.88377,15984.52203,15033.50367,20599.61924,12108.31717,0,24361.75696,34005.21733,43874.44771,29633.1924,15306.02817,24448.89254,0,21116.04149,17441.22556,31135.92003,49523.78868,38890.98814,27697.6967,80566.26508,37581.92391,89950.55843,11537.30926,23282.82528,21767.442,45189.18756,48711.38739,37215.3949,35283.78867,29247.17766,22552.43799,21734.37661,25784.3397,30954.19749,30.98490906,5327.984992,3544.290033,3572.858575,3894.692597,4825.762124,0,5332.753001,5759.643387,3833.177419,11179.91672,35362.92705,59838.60373,35434.63638,37703.24111,65614.68016,63159.53161,58.66073608,7.126098633,39739.99534,24910.68723,26946.38855,20357.91875,15879.17616,3.612289548,29506.58073,43058.79937,23199.57401,47247.65583,0,10.77677917,46150.71819,63286.82152,19264.35417,68306.32047,19755.06178,15984.04002,15540.99205,0.035895146,17524.19811,23703.25858,61766.50967,55847.70563,27590.58735,28147.66518,26549.49301,18268.14421,16823.07651,46123.96876,80017.74709,24400.32873,37705.26406,52356.66761,16443.24687,34516.1444,28566.57933,24807.5872,16894.07742,0.006119998,25526.73739,0,16159.53563,22554.77306,0,0,56815.92373,0.01484307,28237.81213,0,4189.483052,4354.832984,4649.806142,6336.656411,3973.668039,6536.567521,0,7298.817183,3856.529219,23527.2236,9611.264854,9467.215153,9732.68237,8865.021483,12550.20514,5252.271155
Estrone,191.9679133,353.3554694,213.5536863,324.6254254,259.5482014,209.0915718,191.4188665,64.5931988,165.3292674,118.5234375,514.0160664,565.59275,461.6594862,397.4433463,339.0454799,617.8974002,239.9478453,352.2664523,569.1362885,255.1890501,355.9365498,401.3498898,215.727678,209.786417,261.7946996,307.9137041,142.066053,217.8020008,1525.595681,231.494574,250.842598,471.816164,272.6994918,248.0355155,250.4973473,2154.949136,240.8522514,308.8680721,260.272857,394.9164125,449.0183456,363.9414869,312.1019801,244.9261822,349.8005157,280.8003257,307.031473,278.1850939,304.1276266,563.138524,460.3264064,389.3455474,178.8347707,147.6949592,366.0762752,287.6213486,209.1443132,1078.892647,317.4369442,121.7106974,239.8396014,116.2419899,453.9873006,0,327.5797492,343.7213494,110.8203002,361.4748628,281.1688884,320.6934283,263.9313389,192.3876799,251.8919768,416.4117906,1646.517777,1272.840854,171.9318799,119.057527,266.2456444,149.3164713,173.0481567,441.1278818,244.6630955,351.3097105,272.7738219,406.2860266,1341.688307,1238.020098,229.86159,468.3980163,236.178394,308.2600113,221.5609753,200.2603102,231.8058946,1512.410126,242.6610557,172.4211466,158.3852571,260.8858703,183.7085696,251.1413984,232.8183244,181.3190356,222.1357946,717.9798271,484.3693716,209.6350275,213.1414024,600.4084343,166.7687921,398.3240108,203.0557828,207.1529964,744.7075596,1479.777811,181.8298497,1606.150706,161.6276797,186.8695606,1195.394015,2252.257139,178.0990518,1826.30603,305.4585694,2567.667181,111.8285123,187.6038381,175.8263196,180.2813407,292.2218743,353.5833478,0.007910789,134.6985928,255.8707013,437.4968699,562.7589457,490.4124783,370.816192,494.1486778,525.653158,240.7493181
Ethionamide,33.84291913,47.05927783,48.45874513,49.53885826,66.37711757,28.73663315,62.28883238,1.90006762,5.910682915,4.848127125,82.28330869,72.75331655,81.69578557,52.50630928,55.36633589,47.6365807,936.9160863,128.7989911,2.79168534,42.17308905,19.35534933,38.58023276,23.4201091,75.58309146,34.34527306,9.195410277,0.024569516,2.594254329,117.353474,58.70388227,19.6783185,39.29933333,38.43592185,4.517684996,34.6306473,153.465468,7.552074037,4.210612449,33.30743013,93.50614274,64.19873039,34.61353891,21.5637821,54.81596147,46.35010727,30.91105059,46.58856984,31.76800502,74.12531121,30.68345032,66.10394079,3.382373207,9.188829148,0.413319751,3.442507956,7.588396262,1.957109731,97.95533817,49.6100007,2.328785155,0.633445455,1.487607449,1.627966611,331.3210605,5.979951827,15.21973569,213.0407192,4.321222471,60.2310433,49.16972329,46.93477632,11.56037598,57.82432646,47.06837458,245.0036803,270.4574533,10.96621826,1.592005647,0.573885332,0.000176605,0.411624734,84.69274223,27.11038967,38.99794126,0.607537454,2.964814101,166.3365871,114.6385619,30.32330363,6.33459615,7.239692271,4.750801066,3.007993823,2.593122083,2.60349724,122.2370952,35.37413063,50.28851323,44.75282926,44.2023758,37.41189735,28.21762155,0.127210832,6.286678283,3.570654195,2.012912522,31.78571242,30.57263706,25.87376211,43.09392248,2.329107235,5.164749888,8.26642976,7.805023193,2.390762999,11.2344948,31.69457845,87.12114515,7.333519042,2.342209928,139.8186373,85.30664815,12.21875893,130.3078504,2.087660033,134.2973218,29.73110295,24.27045242,74.37791732,24.94284226,44.83103166,40.77823171,1228.272003,8.515853733,4.883812173,3.13455737,52.52603165,43.99637813,47.46296547,78.88536441,57.28650874,0
Fexofenadine,4619.538227,8573.286627,6509.17341,12549.35137,6068.814751,6075.171278,5239.222275,4117.680008,8768.227929,4563.313437,24900.22841,12094.5297,13039.9136,21028.99755,19421.84796,18047.30638,53594.30944,9889.109944,19710.25521,197.0077882,330.6633523,440.1324848,257.6975732,544.3207071,438.2666494,444.5716119,359.5143169,162.5580232,3334.470799,579.944925,479.3874643,626.6747166,631.8660183,600.5815765,667.8261555,1985.509602,451.907046,502.8825923,490.5109755,560.6109497,831.7850044,589.8024611,288.9823137,537.5955036,589.0080502,539.2101842,769.2668898,501.7587849,615.9844901,851.9210298,683.4238373,621.7231244,774.1066013,635.8602251,624.4174071,494.0016194,312.0318703,1458.923675,6798.846528,7285.90492,7337.473628,7378.684458,9986.927971,0,4071.855316,7032.54,4825.199712,6727.256124,543.372876,1219.826247,422.4003099,607.8643041,620.9915876,728.169899,2636.152016,3181.559486,507.046329,50.90886352,510.4901206,214.0176898,324.0956209,1428.453575,424.6072412,493.979843,553.3221246,745.7523504,1972.770783,1486.630096,478.0233671,810.3513743,388.7296515,566.8293274,409.8906327,270.096203,400.089108,2399.324546,562.1149573,344.5317628,409.1778901,780.1508532,593.9743477,374.1826291,598.1438145,595.6441212,665.1732524,468.3603991,568.1207713,373.2123871,606.3923191,729.694954,453.8189284,701.2768111,927.4034504,1148.595247,520.4519211,1431.75009,425.5208283,2084.686987,123.7201767,197.0028811,2354.483037,1413.599919,940.4617585,2059.255088,649.0724229,2621.117132,1219.954144,1747.005687,1486.32938,1250.389746,1428.247754,12565.68993,0,2438.733489,4990.301433,9603.046318,16301.72914,15174.10304,7721.275206,17846.0683,8885.687909,9905.426029
Formononetin,26.23287755,12.49649354,15.49215971,16.96279416,22.5674243,14.80374912,8.561468211,481.1495761,195.4179815,208.7143733,34.30761379,12.02750572,36.09024102,8.883632437,12.64496673,9.586794462,50.32922004,455.8475678,24.88839512,37.44772223,36.08605366,9.11310516,15.58992377,25.80409465,6.486276865,109.3316951,44.81792461,27.61853125,43.13365188,10.37051242,21.95950613,12.51707412,10.66002279,35.16989767,9.386885301,30.54184353,27.20460335,27.42677899,20.63054339,32.35877236,20.47647177,9.415931266,698.6546818,21.08491576,17.44415765,1564.921816,13.73361351,25.98244619,11.35618889,9.99593654,8.812509159,26.74124753,64.99297038,60.08153552,14.01399226,16.4614057,36.26227836,11.37938661,14.98881545,440.3206431,285.201226,17.92500725,111.546186,27.13398233,16.56388598,13.71513796,9.722145693,9.543468188,9.887507709,10.45565049,5.919457918,19.37066811,11.79876213,14.20955753,26.75592537,18.20900237,41.23752496,8.52511117,21.4551854,23.92372264,59.84200137,14.69190065,14.62917143,9.660790052,29.10306274,28.48707899,35.09033333,27.06937311,12.79476393,26.31823731,22.6048307,26.633334,60.29098576,15.79274572,53.04554049,35.30883206,16.30201717,18.34172331,17.76276891,21.74150731,18.80429753,16.30648257,10.50186766,61.61628738,53.20177452,23.43311331,13.7880029,10.993347,15.33622452,34.15870127,65.34749779,34.81752565,101.8233727,36.89197481,12.5989007,6.33755002,10.40786238,32.17978587,53.49583581,17.74255005,32.52848048,30.27479382,52.29170738,32.78612704,53.35211145,23.97608365,11.98307302,12.57600586,5.080003035,7.767329469,13.04143582,17.02144862,19.07725595,46.1262333,14.54129554,18.28324167,21.54460261,26.89271408,9.516696507,14.9134485,13.68379552,10.88340245
Fusidic acid,5850.332157,7013.862242,7713.213577,9064.324441,7623.51013,5038.161764,5814.485579,4959.91472,5343.792378,5097.69548,10549.00196,11540.16684,9047.259964,11260.84538,11862.99188,9664.135578,4324.418333,9511.397967,10703.93745,27110.75664,26307.24978,38190.51156,18570.69942,41688.16117,21687.17801,18391.80303,23010.22341,18646.23073,16724.96863,39464.45576,52680.75276,38022.45364,38595.99677,36530.36282,21057.98593,24565.57159,24878.30644,28735.2374,47627.64233,56053.7419,45444.85433,50491.72634,17304.14153,49886.47218,35381.7794,27119.74148,29700.37121,30424.62577,55645.86807,45297.11694,40289.05665,23770.88373,31994.92339,33513.81841,40881.51363,35949.0007,33983.00106,15867.31187,5011.094016,3409.033336,3804.965361,2684.120466,6297.756993,0,8699.306384,6320.131609,7169.80178,4867.138809,31756.00824,35511.60009,30863.16086,31214.80455,29562.18038,29653.49037,23384.53588,26824.66451,25530.9841,15519.47144,26900.89651,34574.40777,23367.52534,27288.87548,43172.01581,27213.44997,27241.86624,28684.98,18947.29503,13901.757,34623.3729,40661.19876,19546.73833,28643.90822,26329.1903,18215.7413,34116.12595,17713.33786,22922.814,34030.46459,42957.17469,24821.44383,27391.30317,25243.55685,35295.73831,19964.38861,23044.2528,16003.55851,42625.945,22248.30265,20939.62767,28658.26189,16111.54699,19782.94695,38216.8644,27989.21178,11084.64731,4323.338658,39220.48586,12036.89402,19988.51098,29834.76464,16034.44704,22426.70835,27949.92277,22851.08054,27796.18429,22350.37277,5880.846965,9000.219722,7627.474764,6064.71392,5456.261349,7904.2601,0,11799.60959,5594.615341,7882.478536,15811.30916,14621.08608,14016.75008,15080.40238,14764.81538,7685.946343
GalÎ²1-3GlcNAcÎ²1-3GalÎ²1-4GlcNAcÎ²-Sp,0.534814447,0.023701592,0,0.003727263,0,0,0,0,0,0,0,0,0,0,0.258209956,0,0,0,0,863.9472742,637.6498749,87.62010146,49.18708415,1022.674276,161.1735412,5.291055959,29.22518058,437.133372,837.4512142,438.1057071,85.33035713,515.3313189,67.08769366,34.87398672,118.2605943,608.3373641,32.92977419,556.8581586,421.808165,804.7774076,263.720707,562.4391314,0.020865785,467.5401906,392.6122423,39.96740093,590.0491561,193.4067798,41.05546914,131.157036,19.70449106,7.330291748,0,8.034948192,0.247974455,0,15.59520737,68.75838935,0,0,0,0,0,127.5666658,0,0,290.2125707,0,113.2840573,473.7244872,67.19308073,515.2947845,39.89666457,0.016835691,146.8447446,195.5411651,2.000253347,92.3107303,493.6740984,464.122568,0,302.9544139,44.41787401,0,280.8823926,207.3014684,32.11810932,47.87935275,4.641400333,424.1600319,184.6449825,189.3562052,0,102.9016069,0,410.5876231,0.174982539,137.136191,143.6291497,138.0536894,123.8856575,10.98006616,78.67304083,75.53072189,192.4871529,85.70050241,24.70431388,2.347738198,27.1151157,409.4775753,0,342.1762492,5.577899436,788.2760482,85.5084712,0,327.2778806,507.0095697,467.1684673,320.2359666,603.7618176,347.2534984,809.0710972,199.9883833,679.5854809,314.4285426,475.8563263,47.26634193,95.02010421,136.4668697,29.59258098,1525.869463,98.62307441,0.178116417,0,7.831878662,311.3065062,975.1309615,584.030849,450.6556801,313.6685402,33.25479126
Gelcohol,0,0.005563004,0,0,0,0,0,0.006052031,0,0,0.006594643,0,0,0,0.008665093,0,17.64254635,5.38E-05,0,0.000177055,0,1.116207406,0,0.003849775,0.037943955,0,0,0.00189166,0,0.018610095,0.003014311,0.32831565,0.06330798,0.000628188,2.719682433,0,0,0,0.077569542,0.436723267,0,0.232922817,0,1.888975953,0.633305098,0.002528849,0.033581753,0.002160902,0.013625155,0,1.812464452,0,0.007111652,0,0,0.003992463,0.002419303,0,0.104379834,0,0,0.001995229,0,0,0,0,283.336544,0.000834855,0.002316325,0.776408428,0.010539684,0.003750921,0.006829084,0.014291665,0.023803006,0.307769736,0.01656273,0,0,0.503197378,0.006288221,0,0,0.079703635,0.004117117,0.004277144,0,0.004646606,0,0.005569711,0,0.002690939,0,0,0,4.82E-05,0,0.146799276,0.020810652,0.003863011,0.454070732,0.008740774,0.031081319,1.685211545,0,0,0,0.369437856,0.003912659,0.030387165,0,0.019057363,0,0.181356025,0,0,0.989192515,0.006943751,0.000221257,0,0,0,0.029967854,0,0.062618858,0,0,0,0.348335032,0.994144702,0,0.001057184,0.144465605,0.91009978,0,0,0,0,0,0,0.004718375,0
Gemfibrozil,1210.992997,1827.406389,1668.383653,1835.710729,1469.38903,1345.056975,1231.797728,747.1182853,1294.714514,1183.419704,2040.34209,2024.916477,1626.390827,1803.596747,2079.826688,2535.295599,2091.754265,2214.428421,2021.620717,10597.42424,10767.20835,10744.75006,13506.95679,10990.60676,7523.267008,8864.150984,6036.809057,6786.689067,45236.87584,8675.613088,7386.437632,17337.28426,9538.358619,12645.53137,12356.83891,24067.37914,8488.170554,7743.46145,6876.547067,14861.52342,7449.9996,5806.639264,10249.01572,7288.861655,18604.37433,6734.564235,6002.71605,9761.653849,6341.661988,15575.91253,22836.82511,12717.84286,6973.210477,4291.278644,19005.2021,9114.207614,5608.332025,24749.59197,1631.920482,974.2321011,1207.393445,370.0037136,1391.058909,471.2246191,1377.719843,1302.640884,426.8913965,1711.579771,9185.82307,7962.091791,5335.105987,8603.779563,14038.22847,20922.10624,34128.00801,25732.27402,8369.440273,3212.946815,11088.3546,4984.355831,6906.279349,11457.63725,8768.071708,14836.54181,7953.836065,18513.95891,21944.54252,21474.65717,9480.102072,10922.40828,6478.125929,18029.96029,5782.131058,6671.723874,5771.400918,34445.532,11495.89727,5960.540999,7268.931855,8392.415109,6296.008196,7099.787358,5568.322294,7747.65645,8536.944751,17366.38336,10490.12705,6819.338284,6952.43444,20417.06885,6435.322103,8282.379334,7444.942474,6322.837944,4997.228536,16433.98894,11290.57805,23632.97777,4718.914815,5773.924307,37824.03251,16460.45144,7922.451198,15331.29249,7271.67616,12564.20482,923.9117062,1187.103319,961.86169,1232.169222,1229.578114,1557.031189,393.0488586,1213.60608,1210.058282,1450.294175,2305.608096,1967.298765,1611.402792,1942.395252,2105.083856,1733.224265
Gemfibrozil,798.5270438,1213.513184,873.3324381,882.0169114,930.933397,786.6361471,885.3214535,615.4340776,824.3739223,768.0833667,892.9912835,1108.23958,779.9703372,848.5763433,949.3455633,1105.741172,294.3345398,841.0926609,983.0362777,11350.75541,10602.35979,12439.03665,15081.26697,11928.67117,8358.372986,8941.750177,7037.962806,7824.091808,957.4271591,10141.93313,10586.11878,17046.14275,10682.28076,12472.55993,11224.61506,1275.787923,10376.74034,8492.561703,6134.716061,14622.4267,6201.802616,6354.640609,10989.91523,6442.951609,18992.77464,6271.896565,5177.762736,8722.275388,6663.884791,13876.20563,22792.52151,12859.70812,6830.134375,4675.919961,20909.40953,9482.455935,6853.20678,1376.918943,1000.174302,696.4145651,666.4114237,391.5597041,793.5472284,123.2104115,760.5244411,734.4496081,270.6867269,861.2896153,9141.623042,8090.019966,6061.957304,9421.897986,14650.78461,16567.51184,1691.402473,1822.23833,10601.08775,6444.095167,13940.0924,8543.508201,8100.297964,2321.080437,9980.477399,15611.86349,8907.608236,20572.59334,1602.717391,1667.220592,9523.105162,12763.97111,5804.758486,17666.49522,7296.521872,7281.673803,7493.334734,1502.834815,11603.11757,6038.708277,6559.487528,8041.992336,6355.507945,4763.142833,6138.308456,7032.970535,9149.05779,17155.29195,10798.06432,6463.95985,6646.225061,16859.14919,6859.148058,9961.422725,6294.363763,5750.886278,4180.409253,484.1679465,10879.88871,960.2771904,12805.37418,6815.08854,1618.290231,1214.72569,7568.908364,1790.228091,6964.829767,1098.468765,711.3870847,693.9910526,841.306261,722.9627042,935.4369308,909.4411413,191.8407386,637.4081513,908.4395281,641.0432884,1048.346917,990.3193674,902.2227821,1124.991968,976.0418403,742.4232652
Gln Lys Phe Arg,4.370136665,8.779695319,3.141248514,20.26191999,7.229711571,19.15560355,19.31398109,0,1.202586202,0,22.43519947,11.86366415,16.82722354,22.74487802,26.03611068,28.99102721,1076.820579,0,0,0,0,0,0,0,0,0,0,0,1952.523408,0,0,0,0,0,0,2395.629942,0,0,0,0,0,9.57E-07,0.034890145,0,0,0,0,2.677260291,1.756469727,0,0,0,0,0,0,0,0,1238.536346,0,0,0,0,0,2571.426698,175.6798219,16.70563664,14.01851859,12.4208113,0,5.5491923,0,0,0,0,2142.220924,1487.339308,0,0,0,0,0,2201.244396,0,0,0,5.851928711,1287.292395,896.5160171,0,0,0,0,0,0,0,1741.207805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.80093431,0,0,0,9.227386832,0,1537.560046,0,0,1122.635713,1123.556263,0,2559.943839,0,1051.918273,18.42473582,24.62929923,64.27270223,33.2892549,165.4933102,92.86427267,2398.046703,12.53489185,8.544038118,0,260.876258,164.1088436,73.22046642,269.0273743,154.3512392,17.09884007
