Compound_match,20240606_Gabby_Ulithi_M_P201_5mg_mL_neg,20240606_Gabby_Ulithi_M_P203_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P204_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P205_5mg_mL_neg,20240606_Gabby_Ulithi_M_P208_5mg_mL_neg,20240606_Gabby_Ulithi_M_P209_5mg_mL_neg,20240606_Gabby_Ulithi_M_P210_5mg_mL_neg,20240607_Gabby_Ulithi_M_P202_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_P206_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_P207_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P11_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P12_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P13_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P16_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P19_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_P20_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_P14_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_P15_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_P18_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_91_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M92_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M94_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M95_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M96_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M97_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_93_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M99_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M100_3_5mg_mL_neg,20240608_Gabby_Ulithi_M98_1_5mg_mL_neg,20240606_Gabby_Ulithi_M_M85_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M86_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M90_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M82_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M83_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M84_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M88_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M81_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M87_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M1_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M2_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M3_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M4_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M5_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M6_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M7_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M8_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M9_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M10_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M72_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M74_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M76_2_5mg_mL_neg,20240607_Gabby_Ulithi_M_M71_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M75_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M77_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M78_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M79_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M73_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M80_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_70_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M66_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M67_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M68_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M69_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_62_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M61_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M63_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M64_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M65_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M51_2_5mg_mL_neg,20240606_Gabby_Ulithi_M_M55_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M56_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M52_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M54_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M57_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M58_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M59_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M60_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M53_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_45_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_46_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_48_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M41_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M43_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M47_2_5mg_mL_neg,20240607_Gabby_Ulithi_M_M49_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M50_2_5mg_mL_neg,20240608_Gabby_Ulithi_M_M42_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M44_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_32_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M33_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M34_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M36_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M40_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M31_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M35_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M39_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_29_5mg_mL_neg,20240606_Gabby_Ulithi_M_M22_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M23_5mg_mL_neg,20240606_Gabby_Ulithi_M_M26_5mg_mL_neg,20240606_Gabby_Ulithi_M_M27_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_M28_5mg_mL_neg,20240607_Gabby_Ulithi_M_M24_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_M30_3_5mg_mL_neg,20240607_Gabby_Ulithi_M25_2_5mg_mL_neg,20240608_Gabby_Ulithi_M_M21_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M12_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M13_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M17_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M14_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M16_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M18_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M19_U_5mg_mL_neg,20240607_Gabby_Ulithi_M_M20_U_5mg_mL_neg,20240608_Gabby_Ulithi_M_M11_U_5mg_mL_neg,20240608_Gabby_Ulithi_M_M15_U_5mg_mL_neg,20240606_Gabby_Ulithi_M_M107_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M101_1_5mg_mL_neg,20240608_Gabby_Ulithi_M_M102_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M104_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M105_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_M110_3_5mg_mL_neg,20240608_Gabby_Ulithi_M103_1_5mg_mL_neg,20240608_Gabby_Ulithi_M106_2_5mg_mL_neg,20240608_Gabby_Ulithi_M108_3_5mg_mL_neg,20240608_Gabby_Ulithi_M109_1_5mg_mL_neg,20240606_Gabby_Ulithi_M_A306_5mg_mL_neg,20240606_Gabby_Ulithi_M_A309_5mg_mL_neg,20240606_Gabby_Ulithi_M_A325_5mg_mL_neg,20240606_Gabby_Ulithi_M_A328_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A331_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A339_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_A323_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_A326_3_5mg_mL_neg,20240607_Gabby_Ulithi_M_A340_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_A315_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A21_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A22_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A23_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A25_3_5mg_mL_neg,20240606_Gabby_Ulithi_M_A26_3_5mg_mL_neg,20240608_Gabby_Ulithi_M_A24_3_5mg_mL_neg
Ala Leu Val Arg,354.8025327,188.2342461,569.4132588,640.6912631,527.8918918,273.0598907,504.7642419,0,0,0,830.8913812,280.6999831,507.8367699,562.3794867,300.1892083,353.4766738,319.3011167,289.0836327,0,0,0,0,0,2.830469054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.5682993,0,0,256.2918389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMINOHYDROXYBUTYRIC ACID,51.46385015,2.102577209,75.31116106,32.40545844,21.47792798,2.691207886,39.81815561,1.87795608,5.241954558,0,67.47730935,98.36812304,144.7844882,72.15047243,44.54806763,28.29936346,301.3807294,290.2508825,0,22.68899277,23.3728631,0,0,11.24808658,1.380935669,0,0,11.33910952,40.7742115,0,0,0,0,0,0,1.471099854,1.124679565,6.99034235,0,65.83178177,3.80646951,5.806098908,0,2.777249089,0,5.421611007,13.50662831,10.39346428,16.18932069,0,0,0,0,0,0,0.404672062,0,12.34368533,26.79141101,0,0,47.0308172,0,60.39906311,0,0,64.10549901,0,6.208799201,21.34425959,0,6.013804632,0,2.529342592,24.32825721,25.79774481,0,19.57170117,13.99750664,7.649580421,0,6.923073771,0,0,11.85058815,15.89078756,13.90007395,17.38604736,9.645003578,14.54874709,25.50400543,20.73176874,0,7.52438736,0.350092959,28.19760588,0,3.912203776,0,0.927742034,22.75537491,0,0,33.67614862,1.719187713,8.102928556,0,24.23398197,0,35.86112034,0,24.26508313,0,73.09407836,51.38967121,0,1.682273805,18.33937283,17.41417688,0,12.44566721,3.49030304,47.93385303,11.33255386,51.18045056,1.392799377,19.08419661,41.42691649,46.33674695,107.948982,25.59308994,111.5999911,71.25749242,0.759277344,0,3.272418976,31.93162187,50.72914886,42.08634024,101.6037483,57.01055276,0
AN-7,1834.065606,4096.360596,3063.114702,4153.07565,3668.022483,2267.097505,2302.422776,2252.035157,2909.974753,2014.391148,6303.305538,7158.424819,5987.256248,4658.334688,4922.15686,4683.489196,10815.27599,7579.590985,10444.31876,1820.564544,1914.67216,2051.565626,1703.109579,2112.616528,2465.705414,1907.219724,1164.602152,1134.787502,2488.248368,2184.587592,1929.454065,2193.310346,1900.663671,2242.892998,1728.500279,3272.114711,1540.601382,1547.095462,2541.90416,2408.074293,2450.288853,1661.638535,2949.540081,2262.560464,1982.509346,2647.7751,2584.677449,2707.381016,2632.455155,2369.892015,1954.932446,1710.128551,1566.810853,1689.407685,1981.808076,1502.409259,1620.628134,2118.375509,2903.208119,1893.36757,2678.202027,1226.106995,4255.104004,29.17267776,3742.121321,4201.380442,1748.421518,5100.914736,1383.553108,2389.724916,1481.688526,1917.803732,1380.395514,1686.241321,3570.544456,5163.555852,1704.627618,881.9811685,1773.188462,1095.53851,1013.294161,4136.635257,1731.854026,1664.150071,1201.293993,1218.452768,4264.774412,2146.040643,1691.04693,1594.937649,1179.57785,1377.600579,1639.616098,981.3446707,1016.031721,3034.36432,2181.201432,2208.57405,2213.455252,2044.761302,1967.361884,1959.377811,2042.33789,1139.249141,1835.294071,1539.015697,1262.660115,2143.492072,1555.004055,1320.096856,1521.842727,1553.106524,1413.260936,1399.122009,2984.831476,7903.460214,1647.166731,1664.822,1280.120195,1156.409624,4337.340892,1865.625681,1765.59705,2617.490099,1559.522345,2621.229565,1517.202671,2762.22983,2308.080627,2005.867653,1990.757535,3591.814038,51.66306368,1743.779173,3177.004327,3400.344979,5325.748079,5354.621041,2979.5247,4336.80518,4005.799215,2738.173924
AN-7,0.323430403,0.809471643,4.085355348,2.545375211,2.101271429,0.043462866,2.129522978,0.037075226,0.385872032,0,5.585224487,3.523559571,9.062928419,3.301481171,2.46252477,2.446219857,407.4653891,1.801441894,6.04536401,60.29602651,6.902254834,36.51858145,1.191422599,57.82821094,4.282846154,7.324927939,0.009534385,3.647418273,13.12293351,66.15755383,14.74824132,1.199636299,6.303415241,0.10845671,0.73195609,1.552643376,5.878078454,21.21512597,70.64889443,1.526499415,54.73279727,27.36191346,1.341772854,20.03324814,23.26354498,15.93235404,57.54406173,64.0380104,33.08729679,2.048236623,3.656847764,0.271965782,3.034145396,11.93910197,0.006107985,0.1605848,0,5.582086562,0.174348172,0,0,0,1.450203473,2318.004923,0.069620362,0.046908039,22.18287515,0.011915666,0.379712616,65.67896332,3.758112189,31.07813135,1.108750362,0.509330268,6.998590956,1.34181252,35.21972222,0.000218348,0.209763929,3.763244629,0.202592398,22.5929118,42.83218825,0.796340876,0.343863594,2.557445642,5.81184863,7.339293961,2.219656868,4.869454765,0.274950549,0.274733487,0,14.08516411,0.313188485,14.62885703,0.737583329,59.76021038,16.14790245,60.92366368,13.88253348,5.157052055,73.02611259,0.558504517,4.813366358,0.240564814,0.426973772,11.41840934,0.006422382,9.294682811,0,0.143499201,0.712532783,18.34386512,124.4834991,15.04164033,0.844695208,5.912384476,2.778849225,0.027211519,27.58744388,3.760035612,8.201852837,5.822401512,16.58803299,27.70661377,9.919408904,1.665721583,0.536310692,3.110739643,12.36169831,2.659729692,291.3603703,0.091335602,0.229744282,0,3.180648161,1.489309905,1.749809326,0.996392053,0.63492674,0.028331495
Arachidonoyl Ethanolamide-d4,0.01242244,0.021382172,0.036201829,4.389917824,0.436204756,0.618361068,0.029641321,0,0,0,12.04599145,2.417840353,1.306537904,1.556647902,1.739144609,4.84344899,1.569447555,0.759302822,0.048145773,14.35510946,0.417285915,9.18949639,6.370255251,87.28866288,38.69136485,37.45615484,23.14063284,6.994660585,11558.74772,3.465074796,11.84619117,0,5.846732895,1.138698063,3.500007321,2.589343255,0,2.830128658,19.16264284,0,47.63408911,2.805764821,0,90.96911612,0,8.774580978,79.14266022,26.30884717,24.57791731,0,0,0,11.14728626,11.82229676,0,0.084982414,6.085446744,0.739517926,0.089097156,0.174470457,0.048904816,0,0.213669831,0,0.356879431,1.101306304,0.227191663,3.267074914,0.209164389,30.88791985,0.466837087,22.07622158,0,0,10.01603878,29.46350943,35.07961326,0.291529833,0,28.23045358,29.95586146,147.0773847,22.31897219,0,67.08625119,0,9.959741324,9.609438723,136.8338678,0,34.55587754,0,71.26635332,15.79389687,16.80327423,3.954623936,8.423365631,15.04564736,63.54567007,99.69608849,21.63925522,33.29819763,20.95541554,128.681678,17.73614399,0,0.016035225,23.431354,94.46737758,0,38.9370585,2.562649084,88.43953455,128.6048807,13.70065047,31.04113213,0,5460.941567,1.126500322,7.85795983,31.30297741,1712.940958,136.9132095,2507.835437,61.60780464,4445.560429,1.143870769,1.665068719,0.048517281,0.500476466,0,91.31160013,0,6.729345618,0.06784922,29.19253115,0.297368228,2.95719389,0.030844308,0.682423491,3.092134655,3.098067782
Arachidonoyl-1-thio-Glycerol,264.2730761,152.5654722,283.6018328,347.7902105,398.2619132,275.6236646,292.2045835,30.29818163,9.099578857,33.81591779,420.0202276,206.6250461,442.7499994,541.8100367,397.3742316,438.979173,796.0623909,911.9256484,31.8601657,259.1699384,208.3551309,194.7327953,189.9645616,261.0810528,279.8879185,3528.381907,3281.735532,143.5990966,259.0113255,194.6969603,147.9055024,187.7629671,270.0674495,681.9855309,184.6704677,149.3935261,614.0223698,224.7754413,266.7222921,311.8733723,386.1651583,281.0203698,31.53819453,256.294005,328.3188713,128.5810699,379.1802613,336.9376866,249.1881718,233.5263683,49.1874545,64.62221175,3036.107965,2859.106887,13.29528826,682.9941708,707.0008458,252.9011698,195.7092443,29.14805786,19.67774748,183.993425,34.57431575,3.952819824,6.102661133,0,0,2.607086182,167.2550345,350.5871062,76.19771464,281.005127,218.4947902,218.5468027,270.1458842,257.6521501,7049.617601,116.6551968,320.5271958,329.2238206,3975.523253,227.5278883,197.6103647,190.794133,7367.160855,366.2578842,249.7423906,183.0625482,297.57033,417.7064162,331.2260037,408.0238534,4961.119384,309.7564423,4467.493342,441.4584744,158.1325866,207.0423079,257.6371846,313.1707997,344.9584098,214.3018965,436.583245,185.0689557,226.0886851,233.2948348,249.6155664,237.4099987,282.5498101,325.314529,3410.881332,439.9617254,9732.061065,350.2500376,132.8348427,0,189.0417224,187.1614085,173.6272437,137.5842906,205.643342,141.3946946,512.0223697,229.0303401,346.2990778,182.5688669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arg Gly Asp,0,0.007480281,0,0,0,0,0,0.132082291,0.193738652,0.07293491,0,0,0,0,0,0,0,0.458089586,0.023412558,0,0,0,0,0,0,0,1.62652667,0.100982724,0.776699835,0,0.474340559,0,0,0,0,0.598067282,0.190150564,0,0,0,0,0,0.260881911,0,0,0,0,0,0.01747058,0,0.004277048,0.474635478,0.00233029,0.144137529,0.452474779,0.148959308,0.047334611,0.008204725,0,0.616169117,0.881590216,1.726020114,0.17642864,1.022471323,0.055814683,0,248.6721221,0.001824116,0,0,0,0.238587775,0,0,1.200242943,0.237929263,0,0.072297257,0.408281938,0.439246164,0.179910037,1.652759547,0,0,0.647924239,1.36077591,0.744212494,0.268644319,0,0.200534783,0.052799052,0.068528155,0.010230323,0.062574775,0.503238715,1.782193732,0,0,0,0,0,0,0.784888273,1.033566432,0.053085545,0.438254366,0.532839035,0,0.12936366,0,1.063159132,0.420489888,0.005818081,0,0.160745331,0.625519287,0,0.298019126,0,1.186690329,0,0.375522433,0.237713715,0.88200553,1.209821454,0.77178507,0,0.015673893,0,0,0,0,4.699187101,0,0.067184587,0.25422832,0,0,0,0,0,0
Arg Phe Tyr Arg,148.2857779,64.85736813,18.88943649,24.98080487,234.2444331,193.8362073,125.63617,141.6793275,141.6389018,69.62227159,10.98395407,36.79458243,130.6622881,47.16968643,16.7897289,79.7850353,175.9358925,5.380065918,163.1800009,1884.589692,1250.189559,1189.647796,722.0714449,3162.488524,2798.623956,1105.930128,928.5428777,699.5955462,38.12210061,769.5799504,2679.466209,689.7086412,719.3103609,980.0828393,493.0669476,42.00037271,303.7633203,709.8822022,1745.780287,454.7151503,3363.968319,869.6472296,867.0042719,5929.362209,886.9357183,1550.352661,9732.295539,3817.539311,2474.541969,398.3798637,245.3119048,220.8975416,1435.901944,1437.5083,206.9310002,461.4961661,674.3068611,259.7911522,82.90485635,111.3295463,86.59098474,139.402711,240.2762079,1201.615693,168.336223,212.7362839,50.64488613,195.9784906,357.9249153,2688.329726,663.6890441,723.8599586,199.6702287,392.5836134,61.77014966,29.49236881,1087.354293,370.9280509,207.0670247,899.0416341,985.8514419,302.1025833,792.8768873,258.6443816,998.7765807,348.4038428,63.02865701,332.1917709,1831.453304,405.5952268,602.1551601,224.243687,1686.921905,412.0406475,446.6006774,397.690072,684.1270661,1106.091687,2328.329947,3988.533452,1606.083904,2455.488892,1995.74756,1222.990968,665.3388293,144.930513,745.3291026,716.4532166,1642.353662,264.1780165,697.2194195,596.8445641,1759.165073,2697.62083,155.8881178,0,776.512384,60.17535813,547.8299656,496.0442657,9.693755434,22.11728287,823.007916,92.89349118,442.9604237,15.70956512,355.3691397,333.1692856,455.9482623,340.3932941,310.8532485,620.260513,424.3726765,372.9019663,185.6793867,169.4405662,357.0365664,159.098446,212.1868119,311.0918578,251.1511112,124.3528661
Asp Gln Thr Lys,0,0,0,0,0,0,0,0,0,0,0,0,0.03031713,0,0,0,55.98897705,0,0,0,0,0,0,0,0,0,0,0,234.1776891,13.8474832,0,0,0,0,2.336981753,0,0,1.367106589,10.21046151,30.03324619,0.04853613,0,7.919326782,6.740680709,99.62997785,0.026135446,0.046257674,2.916732788,4.580978274,8.049049214,7.696862355,0,0.03579486,0,0,0,0,86.22456247,0,0,0,0,0,15.499052,0,0,0,0,0,55.96081921,11.03992903,23.19863001,17.49211124,8.924453735,68.19211029,48.86259261,2.992721558,0,33.34275204,0,0,44.83437591,0.625152251,0.593625968,0,14.50170904,119.7145894,63.4540057,0,24.57249952,0,74.98034548,0,0,0,304.2109446,11.54659951,0,0,3.425598145,0,0,0,0,0,0,16.79527295,0,0,37.28266895,0,75.9562993,0,3.498672169,107.1367004,26.66408114,0,30.09760035,9.679412842,0,581.0337052,48.32496025,4.492462158,9.787658691,0,58.52796896,0,0,0,0,0,23.85406716,158.356559,0,0,0,0,0,0,0,0,0
Asp Phe Ser Arg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.236553,0,0,17.46755981,0,0,0,102.7680969,0,0,0,91.17809501,20.97314453,0,187.1132197,4.356811523,0,39.01818836,72.30862916,8.413482666,0,4.536560059,491.4426538,0,0,26.72627458,0,770.9841751,0,0,9.875701904,79.05481812,96.60229072,64.17584057,23.5765686,3.373718262,15.54993971,1.505462646,0,0,60.97628784,0,0,0,0,0,0,0,0,0,0,47.16659546,217.8545854,0,11.82290649,81.48345971,152.1623237,80.20086682,212.12177,0,4.631591797,785.295301,0.009498976,0,0,0,91.80633521,0,72.58123779,125.6805368,40.60299659,0,147.9921098,0,138.9114359,0,0,0,42.21644061,0,0,0,0,0,0,0,2.617889404,0,41.17177093,781.114459,5.23526001,0,858.3689656,2.396606445,27.03329468,0,0,0,0,0,15.38494873,11.72802746,0,26.11630249,0,112.7434284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-(4-Fluorobenzoyl)propionic acid,111.6847971,15.95628371,9.076030451,17.5084169,25.68793505,66.31343627,46.43605499,17.54781939,8.897844008,20.91378023,91.55403887,83.31916952,105.9578178,28.1381571,50.67239291,20.75209886,15.67570228,9.391387096,2.320620424,70.37439988,97.04413605,13.61497901,24.05294434,89.58515425,19.55893095,11.1837491,7.181026025,13.09915934,13.00738861,16.90885861,19.94988649,20.4975721,25.11381507,15.42880949,22.84104248,11.62548194,15.63012926,39.59917876,47.50553079,161.2508071,26.47096626,40.84097044,11.96501952,62.38460409,46.50063419,48.14460665,34.41043447,63.48699643,16.16117294,23.68563681,10.88904178,21.76981229,17.05951291,30.03981058,4.042689141,9.55418712,10.64208182,9.528942689,65.3469679,13.23348499,12.97348044,79.10439618,10.70188057,9.778303517,11.15624568,8.523265282,59.02665642,5.532720282,22.10585493,51.16078337,14.25192558,13.29400631,23.73934944,29.42275238,13.77353619,20.16790162,20.46261644,47.6872774,41.88541399,16.98082379,14.11855664,11.18053024,26.84315995,20.60463955,13.21125272,20.05369247,10.88947386,9.810537801,23.39292606,25.16202902,14.835433,11.95148847,9.619125695,9.757298855,4.31511656,18.7313489,19.22363149,46.38072315,29.7281778,35.9352669,40.24822116,23.65961039,44.05890352,25.13040957,33.8677828,16.17878057,21.53370071,34.23825685,31.51278856,80.50675535,10.56704115,21.794886,13.60823168,18.81421993,4.866210401,3.100769764,24.74855194,17.00696472,30.05318967,7.168081698,14.25478609,8.012855886,28.18715,22.27478072,84.63104904,7.061665281,111.2814884,53.57900011,85.64927406,65.43097879,92.32101804,129.4554016,53.21832292,19.1311988,10.31974238,3.028806358,48.60986552,116.5755036,56.39613989,38.62969948,19.40745902,10.35076855
B-(4-Fluorobenzoyl)propionic acid,33.39486896,12.29145191,11.70508152,21.11984766,21.14104671,31.55118603,13.27265816,72.22825554,53.64361796,100.8766612,28.08401044,30.87814276,59.0018185,18.91009927,13.81173414,16.62151457,42.64388177,66.45713018,45.11152679,41.13390013,59.1528326,17.5355358,24.76617893,63.41917348,15.04644588,98.47574321,62.39737961,68.01379378,68.90672262,19.61952536,14.70638653,21.69382135,19.86034307,82.4160524,22.35010881,44.71591081,73.53395199,80.84897449,48.3716844,76.05876596,30.63068815,28.34114381,13.33774493,59.47724951,40.49175353,21.78852693,38.38441578,36.27445872,28.67955892,33.93355965,11.18766403,40.46447698,44.36178982,86.88296957,21.77571018,41.37265777,38.60152008,62.39322348,14.83076181,109.8761554,97.74801394,30.16878317,51.58982108,48.86420407,106.4965357,95.91015504,25.01604537,59.3545939,24.73009774,31.19705724,14.84399442,106.6828668,13.29834534,26.90641781,65.923167,58.78678603,80.33603871,38.29936081,65.10560473,72.51577857,51.20563014,46.41021697,20.93650301,20.77994037,54.85427748,119.055062,40.34573626,47.62033282,15.71832102,81.28703969,63.02406363,78.89989259,54.51556138,38.07765761,41.30345327,98.91713471,22.79064951,24.66910322,30.75669313,33.30440956,47.67699749,25.46144713,29.26890801,79.90571267,71.34919804,54.15825799,27.44350626,21.43081424,26.91634866,58.58698034,70.97316581,107.5218089,135.6080386,78.66444834,54.31462908,25.13525434,17.78472717,83.01278145,128.7051533,37.43141138,126.4949694,57.32124619,116.2429665,81.04504642,57.72731308,54.42017205,24.14264348,13.84183552,26.31660593,21.32599591,11.66404256,35.8655465,17.26257677,142.6012255,109.0339229,64.88002995,19.55544329,39.99995192,21.77060094,31.69414788,15.97624578,95.01785876
Benzoic acid,555.2088393,768.791484,852.397005,979.1946362,714.5232648,677.9790165,599.0068205,315.8605377,315.7662178,375.3545637,926.5663245,4154.812737,734.9402957,861.5254225,677.9200803,918.5898319,450.8776901,381.5761123,535.2509012,2030.274417,2075.221178,1854.060548,2100.836118,1947.244066,1568.17668,1623.876261,1298.50119,1502.403669,1358.992822,2267.79519,2183.884194,1957.093426,2575.258403,2044.725309,2583.990986,1584.440047,1771.277735,1973.42982,2206.165729,2107.147906,2354.87365,2237.750525,1370.537841,1901.319055,1842.496555,1381.044667,1833.060975,1836.434063,2196.064449,2253.819189,1874.220377,1540.935539,2199.048568,1740.732276,1829.64392,2188.980391,1659.043648,1014.01241,758.1844783,238.3433361,296.7183198,16.82416664,389.2156765,9.051362148,414.1763333,616.782961,216.7861139,354.6074202,2108.84958,2516.064015,1880.264142,2071.654567,2301.646411,2253.507316,1477.264697,1635.321537,2371.326466,1599.362087,1608.322051,2104.113673,1747.973479,1609.68006,2422.853712,1813.502959,1602.126016,1516.586103,1390.266005,1071.360919,2323.93169,1927.545882,1790.517965,2005.247519,1617.702104,1727.334762,1518.974423,1349.372037,2178.489717,2176.064278,2304.475664,2100.071718,2276.713974,1788.858559,2174.895056,1440.014955,1692.996187,1336.406807,1611.903879,1892.404018,1843.425539,2129.879936,1637.612097,1693.898338,1784.633609,1553.1085,1009.701162,562.4584627,2259.058649,1483.506726,2019.42472,1999.719208,1440.022988,1410.736725,1904.593489,1640.80724,1900.168199,1508.596725,458.147902,471.6879642,463.2611768,503.018618,648.3431761,752.2099564,29.46378153,924.0800275,388.1397978,346.8352362,1071.66006,877.5730149,866.5828912,845.8645962,1181.205552,436.7136225
